"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"68","2010","5","Karnataka","Mandya","81.04","277.06","3418.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.75","7.96","1675.79","73.37","166.45","2268.64","0.0","0.0","0.0","0.01","0.01","1000.0","1.55","0.92","593.55","37.59","22.31","593.51","1.54","1.09","707.79","5.55","4.44","800.0","0.0","0.0","0.0","0.0","0.0","0.0","1.36","1.14","838.24","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","1000.0","10.46","7.7","736.14","31.11","413.79","13300.87","0.0","0.0","0.0","5.04","6.24","11.28","0.17","0.37","2.49"
"68","2011","5","Karnataka","Mandya","74.16","251.64","3393.2","0.0","0.0","0.0","0.03","0.05","1666.67","0.0","0.0","0.0","0.03","0.05","1666.67","0.0","0.0","0.0","5.26","15.56","2958.17","55.53","115.1","2072.75","0.0","0.0","0.0","0.0","0.0","0.0","1.37","0.5","364.96","35.05","18.34","523.25","0.49","0.26","530.61","5.5","3.59","652.73","0.0","0.0","0.0","0.0","0.0","0.0","0.85","0.75","882.35","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","9.94","6.04","607.65","61.93","817.81","13205.0","0.0","0.0","0.0","5.27","6.26","11.53","0.18","0.37","2.05"
"68","2012","5","Karnataka","Mandya","49.95","155.66","3116.32","0.0","0.0","0.0","0.84","1.03","1226.19","0.0","0.0","0.0","0.84","1.03","1226.19","0.0","0.0","0.0","4.31","7.72","1791.18","47.28","75.97","1606.81","0.0","0.0","0.0","0.04","0.03","750.0","1.75","0.53","302.86","37.36","12.28","328.69","1.45","0.77","531.03","5.41","0.9","166.36","0.0","0.0","0.0","0.0","0.0","0.0","0.69","0.43","623.19","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","8.53","2.47","289.57","28.75","346.88","12065.39","0.0","0.0","0.0","5.31","10.21","15.52","0.23","0.37","3.56"
"68","2013","5","Karnataka","Mandya","65.62","229.15","3492.08","0.0","0.0","0.0","0.87","1.24","1425.29","0.01","0.01","1000.0","0.88","1.25","1420.45","0.0","0.0","0.0","3.17","10.9","3438.49","49.98","97.28","1946.38","0.0","0.0","0.0","0.21","0.16","761.9","1.23","0.36","292.68","31.74","14.42","454.32","1.3","1.03","792.31","5.01","2.61","520.96","0.0","0.0","0.0","0.0","0.0","0.0","0.45","0.4","888.89","0.0","0.0","0.0","0.01","0.01","1000.0","0.0","0.0","0.0","8.03","4.25","529.27","19.46","249.6","12826.31","0.0","0.0","0.0","4.42","9.87","14.29","0.06","0.16","1.12"
"68","2014","5","Karnataka","Mandya","66.52","245.46","3690.02","0.0","0.0","0.0","1.29","1.79","1387.6","0.0","0.0","0.0","1.29","1.79","1387.6","0.04","0.04","1000.0","4.49","17.93","3993.32","59.36","107.1","1804.25","0.0","0.0","0.0","0.21","0.15","714.29","1.07","0.32","299.07","37.26","17.06","457.86","1.18","0.82","694.92","3.29","0.95","288.75","0.0","0.0","0.0","0.0","0.0","0.0","0.67","0.41","611.94","0.0","0.0","0.0","0.01","0.01","1000.0","0.0","0.0","0.0","6.15","2.6","422.76","21.59","254.35","11780.92","0.01","0.0","0.0","4.7","11.91","16.61","0.09","0.28","1.55"
"68","2015","5","Karnataka","Mandya","58.49","214.38","3665.24","0.0","0.0","0.0","1.01","1.15","1138.61","0.02","0.01","500.0","1.02","1.16","1137.25","0.0","0.0","0.0","4.89","17.16","3509.2","61.09","112.13","1835.49","0.0","0.0","0.0","0.17","0.07","411.76","1.25","0.46","368.0","35.5","16.95","477.33","1.36","1.12","823.53","2.63","1.4","532.32","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.21","525.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","5.22","0.0","0.0","27.78","306.18","11020.0","0.0","0.0","0.0","4.56","11.81","16.37","0.1","0.17","1.46"
"68","2016","5","Karnataka","Mandya","43.66","113.68","2603.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.81","4.17","1093.13","38.03","45.94","1207.94","0.0","0.0","0.0","0.08","0.05","584.42","0.89","0.3","340.09","39.59","16.95","428.11","0.71","0.03","45.01","1.72","1.05","609.18","0.0","0.0","0.0","0.0","0.0","0.0","0.37","0.18","495.91","0.0","0.0","0.0","0.0","0.0","500.0","0.0","0.0","1000.0","0.0","0.0","0.0","17.63","219.38","12445.0","0.0","0.0","0.0","4.19","8.06","12.25","0.02","0.18","2.44"
"68","2017","5","Karnataka","Mandya","33.85","100.51","2969.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.29","31.66","3077.18","83.79","140.67","1678.82","0.0","0.0","0.0","0.03","0.02","769.23","1.05","0.68","645.04","51.33","24.17","470.86","0.55","0.46","845.87","6.78","3.82","562.42","0.0","0.0","0.0","0.0","0.0","0.0","0.27","0.18","642.34","0.0","0.0","0.0","0.01","0.01","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","20.94","234.75","11210.0","0.0","0.0","0.0","3.79","6.63","10.42","0.03","0.2","1.42"
"69","2000","5","Karnataka","Hassan","68.2","170.0","2492.67","0.0","0.0","0.0","1.48","2.34","1581.08","0.38","0.35","921.05","1.9","2.7","1421.05","0.0","0.0","0.0","14.8","58.0","3918.92","130.2","211.0","1620.58","0.0","0.0","0.0","1.0","1.0","1000.0","3.0","1.0","333.33","46.8","17.0","363.25","4.3","5.0","1162.79","5.0","2.0","400.0","0.4","0.0","0.0","0.0","0.0","0.0","4.0","2.0","500.0","0.0","0.0","0.0","4.7","4.0","851.06","0.04","0.04","1000.0","28.6","14.0","489.51","5.6","62.3","11125.0","3.5","1.02","291.43","4.02","18.62","22.64","14.23","0.23","1.08"
"69","2001","5","Karnataka","Hassan","57.17","144.14","2521.25","0.0","0.0","0.0","1.09","1.76","1614.68","1.07","0.66","616.82","2.16","2.42","1120.37","0.0","0.0","0.0","15.11","57.95","3835.21","115.58","184.66","1597.68","0.0","0.0","0.0","1.59","0.93","584.91","2.48","0.5","201.61","52.27","18.25","349.15","1.9","1.27","668.42","2.84","1.32","464.79","0.4","0.11","275.0","0.0","0.0","0.0","3.71","1.69","455.53","0.0","0.0","0.0","2.15","1.92","893.02","0.02","0.02","1000.0","17.1","7.38","431.58","7.16","72.09","10068.44","2.33","0.7","300.43","5.51","22.4","27.91","15.37","0.33","0.41"
"69","2002","5","Karnataka","Hassan","48.78","82.2","1685.12","0.0","0.0","0.0","2.84","2.01","707.75","5.04","3.3","654.76","7.88","5.31","673.86","0.0","0.0","0.0","19.16","58.53","3054.8","115.39","103.89","900.34","0.0","0.0","0.0","1.9","0.97","510.53","2.19","0.36","164.38","53.7","9.93","184.92","2.37","1.88","793.25","3.91","1.63","416.88","0.24","0.07","291.67","0.0","0.0","0.0","2.04","0.8","392.16","0.0","0.0","0.0","7.25","2.86","394.48","0.0","0.0","0.0","19.82","7.94","400.61","8.61","84.25","9785.13","1.8","0.16","88.89","7.44","44.06","51.49","35.65","0.33","1.04"
"69","2003","5","Karnataka","Hassan","39.53","67.69","1712.37","0.0","0.0","0.0","1.77","1.06","598.87","4.04","1.57","388.61","5.81","2.64","454.39","0.0","0.0","0.0","21.92","38.48","1755.47","142.54","94.21","660.94","0.0","0.0","0.0","2.56","0.86","335.94","2.16","0.34","157.41","32.34","7.66","236.86","0.94","0.77","819.15","1.35","0.47","348.15","0.49","0.13","265.31","0.0","0.0","0.0","2.55","0.66","258.82","0.0","0.0","0.0","5.77","1.53","265.16","0.01","0.0","0.0","13.82","4.04","292.33","3.79","39.27","10361.48","0.17","0.02","117.65","6.82","41.91","48.73","35.36","0.24","1.14"
"69","2004","5","Karnataka","Hassan","53.18","135.49","2547.76","0.0","0.0","0.0","3.74","4.24","1133.69","1.53","0.9","588.24","5.26","5.14","977.19","0.0","0.0","0.0","30.07","98.06","3261.06","108.85","168.95","1552.14","0.0","0.0","0.0","2.86","1.1","384.62","2.11","0.92","436.02","41.65","14.98","359.66","2.75","3.05","1109.09","4.96","3.09","622.98","0.41","0.11","268.29","0.0","0.0","0.0","2.44","1.13","463.11","0.0","0.0","0.0","10.4","8.7","836.54","0.0","0.0","0.0","25.94","16.95","653.43","3.1","33.55","10822.58","1.81","0.31","171.27","7.0","41.48","48.48","36.15","0.11","3.05"
"69","2005","5","Karnataka","Hassan","52.53","119.46","2274.13","0.0","0.0","0.0","2.3","3.37","1465.22","0.77","0.42","545.45","3.07","3.79","1234.53","0.0","0.0","0.0","32.23","94.82","2941.98","106.84","160.02","1497.75","0.0","0.0","0.0","1.7","0.76","447.06","2.71","1.16","428.04","33.32","10.36","310.92","2.2","2.57","1168.18","3.63","4.4","1212.12","0.2","0.06","300.0","0.0","0.0","0.0","2.92","2.07","708.9","0.0","0.0","0.0","13.09","10.52","803.67","0.0","0.0","0.0","26.75","20.44","764.11","2.54","25.84","10173.23","1.25","0.21","168.0","6.83","59.87","66.7","55.79","0.16","2.67"
"69","2006","5","Karnataka","Hassan","51.74","126.5","2444.92","0.0","0.0","0.0","4.17","3.06","733.81","1.75","0.82","468.57","5.92","3.88","655.41","0.0","0.0","0.0","41.18","129.91","3154.69","80.92","92.14","1138.66","0.0","0.0","0.0","3.02","1.61","533.11","2.48","0.84","338.71","35.77","14.81","414.03","1.67","0.89","532.93","3.75","3.22","858.67","0.22","0.06","272.73","0.0","0.0","0.0","2.58","1.4","542.64","0.0","0.0","0.0","15.64","5.84","373.4","0.0","0.0","0.0","28.01","12.13","433.06","5.73","66.41","11589.88","3.11","0.43","138.26","6.82","47.49","54.31","42.83","0.14","0.84"
"69","2007","5","Karnataka","Hassan","52.43","128.65","2453.75","0.0","0.0","0.0","3.05","3.39","1111.48","0.43","0.27","627.91","3.48","3.65","1048.85","0.0","0.0","0.0","47.43","148.88","3138.94","75.65","98.41","1300.86","0.0","0.0","0.0","1.73","0.97","560.69","2.07","0.76","367.15","30.93","11.8","381.51","1.31","0.97","740.46","2.84","1.53","538.73","0.16","0.06","375.0","0.0","0.0","0.0","2.5","1.25","500.0","0.0","0.0","0.0","15.15","9.05","597.36","0.0","0.0","0.0","25.74","14.28","554.78","7.35","41.25","5612.24","1.11","0.16","144.14","7.13","49.35","56.49","43.35","0.16","0.66"
"69","2008","5","Karnataka","Hassan","53.15","131.49","2473.94","5.83","10.01","1716.98","2.85","3.2","1122.81","0.52","0.5","961.54","3.38","3.7","1094.67","0.0","0.0","0.0","41.75","138.3","3312.57","73.93","100.19","1355.2","0.0","0.0","0.0","1.92","1.57","817.71","1.76","0.61","346.59","26.08","9.03","346.24","0.8","0.67","837.5","2.81","1.21","430.61","0.18","0.07","388.89","0.0","0.0","0.0","2.77","1.55","559.57","0.0","0.0","0.0","14.75","8.24","558.64","0.0","0.0","0.0","24.37","13.16","540.01","4.67","26.78","5734.48","0.82","0.22","268.29","7.77","64.01","71.78","57.5","0.13","0.75"
"69","2009","5","Karnataka","Hassan","47.66","127.89","2683.38","0.0","0.0","0.0","2.61","3.23","1237.55","0.7","0.6","857.14","3.31","3.84","1160.12","0.0","0.0","0.0","62.83","222.25","3537.32","70.21","106.83","1521.58","0.0","0.0","0.0","2.12","1.0","471.7","2.24","0.87","388.39","29.92","12.69","424.13","1.24","0.68","548.39","3.71","2.29","617.25","0.3","0.09","300.0","0.0","0.0","0.0","2.02","1.08","534.65","0.0","0.0","0.0","15.3","8.14","532.03","0.0","0.0","0.0","25.65","13.69","533.72","6.78","23.55","3473.45","0.3","0.08","266.67","8.69","24.94","33.63","18.27","0.09","0.56"
"69","2010","5","Karnataka","Hassan","51.75","149.23","2883.67","0.0","0.0","0.0","3.38","6.9","2041.42","0.43","0.49","1139.53","3.81","7.4","1942.26","0.0","0.0","0.0","63.55","280.45","4413.06","86.04","165.13","1919.22","0.0","0.0","0.0","2.33","1.58","678.11","2.52","1.54","611.11","56.77","27.81","489.87","0.99","1.04","1050.51","5.19","5.27","1015.41","0.27","0.1","370.37","0.0","0.0","0.0","2.08","1.68","807.69","0.0","0.0","0.0","6.81","6.1","895.74","0.0","0.0","0.0","18.98","14.64","771.34","3.64","37.35","10260.99","0.11","0.04","363.64","8.84","28.01","36.85","20.65","0.12","0.55"
"69","2011","5","Karnataka","Hassan","48.87","120.86","2473.09","0.0","0.0","0.0","1.74","1.6","919.54","0.41","0.28","682.93","2.15","1.89","879.07","0.0","0.0","0.0","65.7","231.95","3530.44","71.94","109.23","1518.35","0.0","0.0","0.0","2.28","1.51","662.28","2.57","1.6","622.57","48.68","20.7","425.23","0.79","0.58","734.18","4.83","2.73","565.22","0.17","0.05","294.12","0.0","0.0","0.0","1.82","1.45","796.7","0.0","0.0","0.0","2.58","2.61","1011.63","0.0","0.0","0.0","12.03","7.75","644.22","4.36","42.66","9785.0","0.09","0.04","444.44","9.42","26.13","35.56","20.29","0.14","0.95"
"69","2012","5","Karnataka","Hassan","49.29","107.78","2186.65","0.0","0.0","0.0","2.53","1.21","478.26","0.19","0.09","473.68","2.71","1.3","479.7","0.04","0.05","1250.0","70.13","185.53","2645.52","74.48","72.46","972.88","0.0","0.0","0.0","1.29","0.65","503.88","1.83","0.61","333.33","46.77","9.15","195.64","0.66","0.44","666.67","3.45","0.6","173.91","0.17","0.05","294.12","0.0","0.0","0.0","0.91","0.46","505.49","0.0","0.0","0.0","1.14","0.37","324.56","0.0","0.0","0.0","9.0","2.11","234.44","2.43","18.22","7497.94","0.06","0.03","500.0","8.45","22.12","30.57","16.25","0.08","0.4"
"69","2013","5","Karnataka","Hassan","51.8","158.59","3061.58","0.0","0.0","0.0","2.34","1.58","675.21","0.31","0.21","677.42","2.65","1.79","675.47","0.04","0.05","1250.0","70.02","230.2","3287.63","76.42","134.61","1761.45","0.0","0.0","0.0","1.88","1.1","585.11","2.02","0.87","430.69","31.27","11.68","373.52","1.03","0.87","844.66","1.89","0.47","248.68","0.17","0.02","117.65","0.0","0.0","0.0","1.18","1.27","1076.27","0.0","0.0","0.0","0.65","0.27","415.38","0.0","0.0","0.0","8.46","4.23","500.0","1.46","12.23","8376.71","0.28","0.15","535.71","9.43","25.53","34.96","18.56","0.05","0.22"
"69","2014","5","Karnataka","Hassan","48.07","146.29","3043.27","0.0","0.0","0.0","1.13","0.96","849.56","0.0","0.0","0.0","1.13","0.96","849.56","0.0","0.0","0.0","83.44","323.28","3874.4","74.38","155.98","2097.07","0.0","0.0","0.0","1.85","1.9","1027.03","2.36","3.43","1453.39","38.88","14.68","377.57","0.81","0.6","740.74","3.61","1.77","490.3","0.18","0.04","222.22","0.0","0.0","0.0","1.31","1.25","954.2","0.0","0.0","0.0","0.91","0.69","758.24","0.0","0.0","0.0","8.86","4.82","544.02","1.57","17.13","10910.83","0.4","0.2","500.0","9.08","28.52","37.6","22.22","0.08","0.08"
"69","2015","5","Karnataka","Hassan","42.82","117.08","2734.24","0.0","0.0","0.0","0.96","0.58","604.17","0.04","0.03","750.0","1.0","0.6","600.0","0.0","0.0","0.0","79.06","250.12","3163.67","69.66","109.58","1573.07","0.0","0.0","0.0","3.59","2.27","632.31","1.92","0.99","515.63","31.33","11.7","373.42","0.86","0.59","686.05","2.41","1.13","468.88","0.15","0.03","200.0","0.0","0.0","0.0","1.02","0.7","686.27","0.0","0.0","0.0","0.88","0.51","579.55","0.0","0.0","0.0","6.94","0.0","0.0","0.69","9.82","14249.93","0.35","0.12","342.86","8.57","25.43","34.0","18.67","0.08","0.02"
"69","2016","5","Karnataka","Hassan","26.1","53.23","2039.43","0.0","0.0","0.0","0.45","0.07","164.81","0.03","0.03","862.07","0.48","0.1","207.11","0.0","0.0","0.0","90.14","207.42","2300.98","64.14","45.43","708.27","0.0","0.0","0.0","1.29","0.13","96.67","1.77","0.93","522.6","15.13","7.03","464.67","0.65","0.5","768.16","0.82","0.2","250.61","0.01","0.0","142.86","0.0","0.0","0.0","0.8","0.4","504.39","0.0","0.0","0.0","0.24","0.1","411.76","0.0","0.0","0.0","0.0","0.0","0.0","0.83","5.87","7029.94","0.1","0.02","174.43","7.77","17.32","25.09","10.16","0.08","0.02"
"69","2017","5","Karnataka","Hassan","21.63","70.09","3241.2","0.0","0.0","0.0","1.03","1.7","1655.98","0.43","0.42","978.87","1.46","2.12","1457.73","0.0","0.0","0.0","82.85","527.89","6371.48","94.63","242.27","2560.25","0.0","0.0","0.0","1.18","0.89","758.71","1.62","1.27","784.83","37.99","12.34","324.72","0.72","0.51","709.14","1.18","0.17","140.32","0.08","0.01","173.33","0.0","0.0","0.0","0.56","0.52","929.73","0.0","0.0","0.0","0.46","0.32","695.84","0.0","0.0","0.0","0.0","0.0","0.0","2.17","27.69","12730.02","0.13","0.07","599.04","6.37","22.91","29.28","14.42","0.08","0.0"
"70","2000","5","Karnataka","Shimoge","156.4","371.0","2372.12","0.0","0.0","0.0","1.4","1.57","1121.43","0.13","0.18","1384.62","1.5","1.75","1166.67","0.0","0.0","0.0","18.7","62.0","3315.51","5.8","8.0","1379.31","0.0","0.0","0.0","0.2","0.0","0.0","0.4","0.0","0.0","7.1","2.0","281.69","4.1","5.0","1219.51","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.05","0.05","1000.0","4.7","5.0","1063.83","10.8","127.8","11833.33","9.1","2.21","242.86","8.21","0.7","8.92","0.0","0.01","0.01"
"70","2001","5","Karnataka","Shimoge","148.82","244.59","1643.53","0.0","0.0","0.0","1.12","2.17","1937.5","0.29","0.28","965.52","1.41","2.45","1737.59","0.0","0.0","0.0","17.82","50.37","2826.6","5.68","6.87","1209.51","0.0","0.0","0.0","0.04","0.03","750.0","0.72","0.22","305.56","4.95","1.6","323.23","2.54","2.25","885.83","0.12","0.05","416.67","0.03","0.01","333.33","0.0","0.0","0.0","0.11","0.08","727.27","0.01","0.0","0.0","0.12","0.09","750.0","0.0","0.0","0.0","3.15","2.53","803.17","9.68","102.1","10547.52","11.76","2.3","195.58","8.42","0.53","8.95","0.0","0.02","0.04"
"70","2002","5","Karnataka","Shimoge","139.03","214.48","1542.69","0.0","0.0","0.0","0.77","0.72","935.06","0.21","0.24","1142.86","0.98","0.95","969.39","0.03","0.01","333.33","26.68","96.6","3620.69","5.51","5.97","1083.48","0.0","0.0","0.0","0.09","0.05","555.56","0.58","0.27","465.52","5.33","1.21","227.02","2.91","2.94","1010.31","0.15","0.06","400.0","0.04","0.01","250.0","0.0","0.0","0.0","0.06","0.06","1000.0","0.01","0.0","0.0","0.35","0.2","571.43","0.0","0.0","0.0","3.69","3.31","897.02","9.96","130.59","13111.45","7.47","1.87","250.33","8.38","0.47","8.85","0.0","0.01","0.06"
"70","2003","5","Karnataka","Shimoge","120.25","241.96","2012.14","0.0","0.0","0.0","0.81","0.85","1049.38","0.24","0.2","833.33","1.04","1.05","1009.62","0.0","0.0","0.0","48.65","143.55","2950.67","5.35","7.1","1327.1","0.0","0.0","0.0","0.09","0.03","333.33","0.59","0.22","372.88","4.75","1.45","305.26","4.29","4.03","939.39","0.1","0.04","400.0","0.02","0.01","500.0","0.0","0.0","0.0","0.03","0.03","1000.0","0.01","0.0","0.0","0.93","0.52","559.14","0.0","0.0","0.0","5.5","4.66","847.27","8.33","102.91","12354.14","4.81","1.34","278.59","9.58","0.43","10.01","0.0","0.01","0.04"
"70","2004","5","Karnataka","Shimoge","128.12","313.54","2447.24","0.0","0.0","0.0","0.66","1.01","1530.3","0.03","0.02","666.67","0.68","1.03","1514.71","0.0","0.0","0.0","60.14","221.14","3677.09","2.79","4.96","1777.78","0.0","0.0","0.0","0.04","0.02","500.0","0.32","0.17","531.25","2.54","0.77","303.15","3.95","5.18","1311.39","0.13","0.07","538.46","0.03","0.01","333.33","0.0","0.0","0.0","0.01","0.01","1000.0","0.03","0.01","333.33","1.43","1.08","755.24","0.01","0.0","0.0","5.7","6.39","1121.05","5.3","56.93","10741.51","6.22","2.05","329.58","10.04","0.38","10.42","0.0","0.02","0.01"
"70","2005","5","Karnataka","Shimoge","133.59","333.12","2493.6","0.0","0.0","0.0","0.42","0.82","1952.38","0.05","0.06","1200.0","0.48","0.88","1833.33","0.0","0.0","0.0","60.27","161.38","2677.62","2.08","3.03","1456.73","0.0","0.0","0.0","0.12","0.07","583.33","0.34","0.23","676.47","2.98","0.77","258.39","3.54","3.35","946.33","0.14","0.12","857.14","0.01","0.0","0.0","0.0","0.0","0.0","0.06","0.06","1000.0","0.02","0.01","500.0","1.84","3.24","1760.87","0.0","0.0","0.0","5.7","6.8","1192.98","5.31","58.06","10934.09","6.66","2.0","300.3","10.03","0.52","10.55","0.0","0.02","0.05"
"70","2006","5","Karnataka","Shimoge","132.68","314.72","2372.02","0.0","0.0","0.0","0.42","0.69","1642.86","0.03","0.02","666.67","0.44","0.71","1613.64","0.0","0.0","0.0","58.55","183.07","3126.73","2.25","3.24","1440.0","0.0","0.0","0.0","0.04","0.02","500.0","0.45","0.2","444.44","2.3","0.77","334.78","2.08","2.23","1072.12","0.08","0.05","625.0","0.01","0.0","0.0","0.0","0.0","0.0","0.05","0.04","800.0","0.01","0.0","0.0","2.02","4.07","2014.85","0.0","0.0","0.0","4.35","6.42","1475.86","7.67","80.84","10539.76","9.5","3.2","336.84","10.44","0.32","10.75","0.0","0.02","0.04"
"70","2007","5","Karnataka","Shimoge","129.98","323.86","2491.61","0.0","0.0","0.0","0.4","0.8","2000.0","0.03","0.04","1333.33","0.42","0.84","2000.0","0.0","0.0","0.0","55.81","123.35","2210.18","2.1","2.82","1342.86","0.0","0.0","0.0","0.06","0.04","666.67","0.39","0.26","666.67","3.22","1.19","369.57","1.68","1.87","1113.1","0.02","0.01","500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","2.69","6.16","2289.96","0.0","0.0","0.0","4.49","8.08","1799.55","12.24","79.04","6457.52","4.06","1.52","374.38","11.89","0.37","12.26","0.0","0.02","0.03"
"70","2008","5","Karnataka","Shimoge","131.07","320.8","2447.55","0.0","0.0","0.0","0.21","0.42","2000.0","0.1","0.19","1900.0","0.32","0.6","1875.0","0.0","0.0","0.0","56.52","212.48","3759.38","1.77","2.3","1299.44","0.0","0.0","0.0","0.04","0.03","750.0","0.53","0.28","528.3","2.38","1.0","420.17","1.55","1.89","1219.35","0.08","0.04","500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.03","1000.0","0.0","0.0","0.0","1.97","3.37","1710.66","0.0","0.0","0.0","3.7","5.36","1448.65","6.66","26.18","3930.93","3.92","1.46","372.45","13.0","0.33","13.33","0.0","0.02","0.08"
"70","2009","5","Karnataka","Shimoge","133.26","319.81","2399.9","0.0","0.0","0.0","0.51","0.93","1823.53","0.05","0.07","1400.0","0.56","1.0","1785.71","0.0","0.0","0.0","69.48","199.93","2877.52","1.63","2.2","1349.69","0.0","0.0","0.0","0.07","0.04","571.43","0.36","0.17","472.22","2.78","0.93","334.53","0.94","0.9","957.45","0.06","0.02","333.33","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.01","500.0","0.02","0.01","500.0","1.17","2.28","1948.72","0.0","0.0","0.0","2.27","3.24","1427.31","7.81","45.47","5822.02","1.68","0.42","250.0","12.52","0.3","12.81","0.0","0.0","0.06"
"70","2010","5","Karnataka","Shimoge","132.39","366.59","2769.02","0.0","0.0","0.0","0.44","0.66","1500.0","0.03","0.07","2333.33","0.47","0.73","1553.19","0.0","0.0","0.0","63.73","273.0","4283.7","1.36","2.0","1470.59","0.0","0.0","0.0","0.08","0.05","625.0","0.28","0.17","607.14","2.75","1.04","378.18","0.96","1.23","1281.25","0.06","0.04","666.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.78","2.11","2705.13","0.05","0.04","800.0","1.9","3.12","1642.11","5.9","61.66","10450.85","1.48","0.55","371.62","12.61","0.35","12.96","0.0","0.0","0.07"
"70","2011","5","Karnataka","Shimoge","128.98","376.58","2919.68","0.0","0.0","0.0","0.2","0.4","2000.0","0.11","0.19","1727.27","0.3","0.58","1933.33","0.0","0.0","0.0","63.02","265.68","4215.8","1.06","1.72","1622.64","0.0","0.0","0.0","0.07","0.03","428.57","0.47","0.22","468.09","1.82","0.89","489.01","1.07","0.75","700.93","0.09","0.05","555.56","0.01","0.0","0.0","0.01","0.01","1000.0","0.0","0.0","0.0","0.03","0.01","333.33","1.0","2.4","2400.0","0.0","0.0","0.0","2.01","3.24","1611.94","8.39","88.51","10545.01","1.55","0.72","464.52","13.0","0.33","13.33","0.0","0.0","0.04"
